ID,物种名称,是否是致病菌,样本量,患者性别,年龄,免疫状态,肺部基础疾病,证据等级,预后,id,sup_evi,old_start,answer,full
2358715,Capnocytophaga ochracea,是,1,男,17-65,,肺部肿瘤,,死亡,https://pubmed.ncbi.nlm.nih.gov/2358715/,  ABSTRACT:A 46-year-old man was admitted to our hospital on Mar.,165.0,46-year-old,"SPECIES:Capnocytophaga sputigena
ID:2358715
TITLE:[A case of septicemia due to Capnocytophaga ochracea beginning post radiation therapy for lung cancer].
ABSTRACT:A 46-year-old man was admitted to our hospital on Mar. 16, 1988 with the chief complaint of productive cough. The chest roentgenogram and tomogram showed a tumorous shadow in the right upper lobe, accompanied with stenosis of the trachea and the right main bronchus. Bronchofiberscopic examination confirmed a nodular tumor protruding into the lower part of the trachea from the right lateral wall and nearly complete obstruction of the right main bronchus. Pathological specimen obtained by transbronchial biopsy revealed ""low differentiated adenocarcinoma"". It was highly suspected that the primary lung cancer had directly invaded the trachea and the right main bronchus. His symptoms and roentgenological findings remarkably improved after radiation therapy. He was discharged on May 12. On Sep. 14, he was admitted to our hospital again because of hoarseness, general fatigue and increasing dyspnea. The chest CT demonstrated severe stenosis of the trachea, which was treated with another radiation therapy. Although his symptoms diminished, he had a sudden onset of high fever on Oct. 15. Immediately a blood culture and transtracheal aspiration (TTA) were performed. Gram-negative bacilli were isolated from the blood culture four days later. The administration of fosfomycin and tobramycin was started. However he died because of massive hemoptysis on Oct. 23. Several days after the death, an isolated strain was identified as Capnocytophaga ochracea by the biochemical characteristics. Culture of sputum obtained by TTA was negative for Capnocytophaga ochracea. Septicemia due to Capnocytophaga spp. is very rare and only one case (due to Capnocytophaga sputigena) has been reported until now in Japan. Our patient is thought to be the first case of septicemia due to Capnocytophaga ochracea in Japan.
物种:Capnocytophaga sputigena
ID: 2358715
标题:[肺癌放射治疗后因紫锥菊嗜碳酸细胞菌引起败血症的一例]。
文摘:男，46岁，1988年3月16日以咳痰为主。胸部x线及x线片显示右上叶肿瘤影，并伴有气管狭窄及右主支气管。纤维支气管镜检查证实有一结节状肿瘤从右侧壁伸入气管下部，几乎完全阻塞右主支气管。经支气管活检病理标本为“低分化腺癌”。高度怀疑原发肺癌直接侵犯气管及右主支气管。他的症状及x线检查结果经放射治疗后明显改善。他于5月12日出院。9月14日，因声音嘶哑、全身乏力、呼吸困难加重再次入院。胸部CT显示气管严重狭窄，并接受另一种放射治疗。虽然他的症状有所减轻，但10月15日他突然发高烧。立即进行血培养和气管插管(TTA)。4天后从血培养中分离出革兰氏阴性杆菌。开始给药磷霉素和妥布霉素。然而，他在10月23日因大量咯血而死亡。在死亡几天后，根据生化特性鉴定出一株分离菌株为赭蚧嗜毒单核细胞虫。TTA痰培养对赭曲霉嗜碳酸菌阴性。摘要由噬二氧化碳菌引起的败血症是非常罕见的，在日本迄今为止只有一例(由痰型噬二氧化碳菌引起)的报告。我们的病人被认为是日本因紫锥虫引起的第一例败血症。"
2358715,Capnocytophaga sputigena,是,,,,,,8：文献报道,,https://pubmed.ncbi.nlm.nih.gov/2358715/,  ABSTRACT:A 46-year-old man was admitted to our hospital on Mar.,165.0,46-year-old,"SPECIES:Capnocytophaga sputigena
ID:2358715
TITLE:[A case of septicemia due to Capnocytophaga ochracea beginning post radiation therapy for lung cancer].
ABSTRACT:A 46-year-old man was admitted to our hospital on Mar. 16, 1988 with the chief complaint of productive cough. The chest roentgenogram and tomogram showed a tumorous shadow in the right upper lobe, accompanied with stenosis of the trachea and the right main bronchus. Bronchofiberscopic examination confirmed a nodular tumor protruding into the lower part of the trachea from the right lateral wall and nearly complete obstruction of the right main bronchus. Pathological specimen obtained by transbronchial biopsy revealed ""low differentiated adenocarcinoma"". It was highly suspected that the primary lung cancer had directly invaded the trachea and the right main bronchus. His symptoms and roentgenological findings remarkably improved after radiation therapy. He was discharged on May 12. On Sep. 14, he was admitted to our hospital again because of hoarseness, general fatigue and increasing dyspnea. The chest CT demonstrated severe stenosis of the trachea, which was treated with another radiation therapy. Although his symptoms diminished, he had a sudden onset of high fever on Oct. 15. Immediately a blood culture and transtracheal aspiration (TTA) were performed. Gram-negative bacilli were isolated from the blood culture four days later. The administration of fosfomycin and tobramycin was started. However he died because of massive hemoptysis on Oct. 23. Several days after the death, an isolated strain was identified as Capnocytophaga ochracea by the biochemical characteristics. Culture of sputum obtained by TTA was negative for Capnocytophaga ochracea. Septicemia due to Capnocytophaga spp. is very rare and only one case (due to Capnocytophaga sputigena) has been reported until now in Japan. Our patient is thought to be the first case of septicemia due to Capnocytophaga ochracea in Japan.
物种:Capnocytophaga sputigena
ID: 2358715
标题:[肺癌放射治疗后因紫锥菊嗜碳酸细胞菌引起败血症的一例]。
文摘:男，46岁，1988年3月16日以咳痰为主。胸部x线及x线片显示右上叶肿瘤影，并伴有气管狭窄及右主支气管。纤维支气管镜检查证实有一结节状肿瘤从右侧壁伸入气管下部，几乎完全阻塞右主支气管。经支气管活检病理标本为“低分化腺癌”。高度怀疑原发肺癌直接侵犯气管及右主支气管。他的症状及x线检查结果经放射治疗后明显改善。他于5月12日出院。9月14日，因声音嘶哑、全身乏力、呼吸困难加重再次入院。胸部CT显示气管严重狭窄，并接受另一种放射治疗。虽然他的症状有所减轻，但10月15日他突然发高烧。立即进行血培养和气管插管(TTA)。4天后从血培养中分离出革兰氏阴性杆菌。开始给药磷霉素和妥布霉素。然而，他在10月23日因大量咯血而死亡。在死亡几天后，根据生化特性鉴定出一株分离菌株为赭蚧嗜毒单核细胞虫。TTA痰培养对赭曲霉嗜碳酸菌阴性。摘要由噬二氧化碳菌引起的败血症是非常罕见的，在日本迄今为止只有一例(由痰型噬二氧化碳菌引起)的报告。我们的病人被认为是日本因紫锥虫引起的第一例败血症。"
2541646,Francisella philomiragia,是,10-100,,,,其他,2：肺组织病原学证据,,https://pubmed.ncbi.nlm.nih.gov/2541646/,,,,"SPECIES:Francisella philomiragia
ID:2541646
TITLE:Infection caused by Francisella philomiragia (formerly Yersinia philomiragia). A newly recognized human pathogen.
ABSTRACT:We evaluated the clinical characteristics of patients with Francisella philomiragia (formerly Yersinia philomiragia) isolated from normally sterile sites. Isolates from 14 patients were received by the Centers for Disease Control between 1975 and 1987: 9 were from blood; 2 from lung biopsies; and 1 each from pleural, peritoneal, and cerebrospinal fluid. Underlying problems included chronic granulomatous disease in 5 patients, near-drowning in 5, and a myeloproliferative disease in 2. All 13 patients for whom records were available had a febrile syndrome compatible with bacterial infection. Pneumonia and fever-bacteremia were the commonest clinical syndromes reported. In 7 cases, F. philomiragia was the only sterile-site isolate, and the clinical syndrome did not resolve without appropriate antibiotics. Familiarity with this organism is important because of its ability to cause serious disease in chronic granulomatous disease and near-drowning patients. Further study may yield new insights into pathogenic and host defense mechanisms.
物种:弗朗西斯氏菌属philomiragia
ID: 2541646
题目:由嗜philomiragia弗朗西斯氏菌(原名嗜philomiragia耶尔森菌)引起的感染。一种新发现的人类病原体
摘要:我们对从正常无菌部位分离的嗜philomiragia弗朗西斯菌(原名嗜philomiragia耶尔森菌)患者的临床特征进行了评价。1975年至1987年期间，疾病控制中心从14名患者中获得分离物:9份来自血液;2例来自肺活检;胸膜，腹膜和脑脊液各一份。潜在问题包括慢性肉芽肿病5例，接近溺水5例，骨髓增生性疾病2例。有记录的13例患者均有与细菌感染相适应的发热综合征。肺炎和热菌血症是报道的最常见的临床综合征。在7例病例中，philomiragia是唯一的无菌位点分离物，没有适当的抗生素，临床综合征不能解决。熟悉这种生物是重要的，因为它能导致严重的疾病在慢性肉芽肿病和接近溺水的病人。进一步的研究可能会对病原和宿主防御机制产生新的见解。"
3195881,Vibrio vulnificus,是,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/3195881/,,,,"SPECIES:Vibrio vulnificus
ID:3195881
TITLE:Vibrio vulnificus and pulmonary infection.
ABSTRACT:
物种:创伤弧菌
ID: 3195881
标题:创伤弧菌与肺部感染。
文摘:"
3321265,Legionella oakridgensis,是,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/3321265/,,,,"SPECIES:Legionella oakridgensis
ID:3321265
TITLE:Legionella species as hospital-acquired respiratory pathogens.
ABSTRACT:Nosocomial pneumonia caused by legionella is an increasingly recognized entity. Legionella sp responsible for documented nosocomial disease include Legionella pneumophila, Tatlockia micdadei, Legionella bozemanii, Legionella dumoffi and Legionella oakridgensis. The clinical presentation is nonspecific although diarrhea occurs frequently. Hyponatremia occurs significantly more frequently in legionnaires' disease than pneumonias caused by other agents. Chest roentgenographic findings are nonspecific, although cavitation can be seen in immunosuppressed patients. Laboratory methods require the use of direct fluorescent antibody (DFA) stains, culture using selective media, serologic testing, and detection of antigen in urine. The DFA test is not sensitive; however, it does correlate with the severity of disease. Culture from sputa is now feasible. Bronchoalveolar lavage is a promising technique for obtaining specimens. The ideal specimen for culture is that obtained by transtracheal aspiration, which bypasses oropharyngeal contamination. Combination therapy of erythromycin and rifampin is recommended for selected patients. Because the source of the organism is the hospital water distribution system, we recommend routine environmental surveillance, especially in hospitals in which organ transplants are performed. The role of cooling towers as a vector for dissemination of the organism is disputed. Disinfection of the water supply can be accomplished by using heat eradication. Chlorination has generally proven unsatisfactory because of organism persistence as well as corrosive damage to the plumbing system from the chlorine. Both physician awareness and availability of specialized laboratory testing are necessary for the detection of cases.
军团菌的物种:oakridgensis
ID: 3321265
标题:军团菌属作为医院获得性呼吸道病原体。
摘要:军团菌引起的医院性肺炎是一个越来越被认识的实体。造成医院疾病的军团菌包括嗜肺军团菌、米达代塔洛克氏菌、波泽曼军团菌、杜莫菲军团菌和奥克里氏军团菌。虽然腹泻也经常发生，但其临床表现是非特异性的。在军团病中，低钠血症明显比其他病原体引起的肺炎更常见。尽管在免疫抑制患者中可见空化现象，但胸部x线片的表现是非特异性的。实验室方法需要使用直接荧光抗体(DFA)染色，使用选择性培养基培养，血清学测试，以及检测尿液中的抗原。DFA检测不敏感;然而，它确实与疾病的严重程度有关。痰培养现在是可行的。支气管肺泡灌洗是一种很有前途的标本获取技术。理想的培养标本是经过口咽污染的经气管抽吸获得的标本。对选定的患者推荐红霉素和利福平联合治疗。因为生物体的来源是医院的水分配系统，我们建议进行常规的环境监测，特别是在进行器官移植的医院。冷却塔作为生物传播媒介的作用是有争议的。水源的消毒可以通过灭热来完成。由于有机物的持久性以及氯对管道系统的腐蚀性损害，氯化反应通常不令人满意。医生的认识和专业实验室检测对于发现病例都是必要的。"
3532303,Legionella bozemanae,是,10-100,群体,,,,7：免疫学证据,,https://pubmed.ncbi.nlm.nih.gov/3532303/,,,,"SPECIES:Legionella bozemanae
ID:3532303
TITLE:Prevalence of Legionnaires' disease in pneumonia patients admitted to a Danish department of infectious diseases.
ABSTRACT:During a 14-month study period, 92 patients admitted to the University Clinic for Infectious Diseases with pneumonia were investigated to determine the prevalence and severity of Legionnaires' disease (LD). The diagnosis of LD was based on positive serology. Antibodies to 10 different legionella antigens--Legionella pneumophila serogroups 1-6, Fluoribacter (Legionella) bozemanae, F. dumoffii, F. gormanii, and Tatlockia (Legionella) micdadei--were measured by the microagglutination (MA) and indirect fluorescent antibody (IFA) techniques. LD was diagnosed in 22 patients showing a 4-fold or greater rise of MA titers. 10 patients showed a 4-fold or greater rise of IFA titer, 2 had standing high titer. One patient died. Legionella infection was the second most common cause of pneumonia. However, in half of the cases legionella infection occurred concomitantly with Streptococcus pneumoniae, Haemophilus influenzae, Mycoplasma pneumoniae, Chlamydia psittaci, or viral infections. All 22 LD cases were sporadic. LD had been contracted abroad by 6 patients. Two of the legionella pneumonias were hospital-acquired. Half of the LD patients were older than 60 years. The majority of cases occurred during the winter months. Neither clinical chemistry parameters nor clinical features could distinguish LD from other types of pneumonia.
军团菌的物种:bozemanae
ID: 3532303
标题:军团病在丹麦传染病部收治的肺炎患者中的患病率。
摘要:在为期14个月的研究期间，对92例因肺炎感染性疾病而入住大学诊所的患者进行调查，以确定军团病(LD)的患病率和严重程度。LD的诊断以血清学阳性为基础。用微凝集(MA)和间接荧光抗体(IFA)技术检测了10种军团菌抗原——嗜肺军团菌血清群1-6、波兹曼荧光杆菌(bozemanae)、杜氏军团菌(F. dumoffii)、戈曼军团菌(F. gormanii)和米氏军团菌(Tatlockia)的抗体。22名患者被诊断为LD，其血滴度上升了4倍或更多。10例患者的IFA滴度上升4倍或更多，2例持续高滴度。一个病人死了。军团菌感染是肺炎的第二大常见原因。然而，在一半的军团菌感染病例中同时发生肺炎链球菌、流感嗜血杆菌、肺炎支原体、鹦鹉衣原体或病毒感染。22例LD均为散发型。有6例患者在国外感染LD。其中两例肺炎军团菌是在医院感染的。半数LD患者年龄大于60岁。大多数病例发生在冬季。临床化学指标和临床特征均不能区分LD与其他类型肺炎。"
3818940,Pseudomonas stutzeri,是,1,男,65以上,受损,其他,3：血及无菌体液（如脓胸液）,3：血及无菌体液（如脓胸液）,https://pubmed.ncbi.nlm.nih.gov/3818940/,,,,"SPECIES:Pseudomonas stutzeri
ID:3818940
TITLE:Pseudomonas stutzeri pneumonia and septicemia in a patient with multiple myeloma.
ABSTRACT:A case of septicemia caused by Pseudomonas stutzeri belonging to the unusual biotype Vb-3 in a patient with multiple myeloma is described. The origin of the septicemia was attributed to a community-acquired pneumonia. The bacteriology and pathogenicity of P. stutzeri are reviewed.
物种:假单胞菌stutzeri
ID: 3818940
标题:stutzeri假单胞菌肺炎和败血症患者多发性骨髓瘤。
摘要:本文报道一例由stutzeri假单胞菌引起的败血症，该菌属于罕见的生物型Vb-3，并发多发性骨髓瘤。败血症的起因是一种社区获得性肺炎。综述了stutzeri疟原虫的细菌学和致病性。"
3953636,Kingella denitrificans,是,1-10,,,,,,治愈,https://pubmed.ncbi.nlm.nih.gov/3953636/,,,,"SPECIES:Kingella denitrificans
ID:3953636
TITLE:Kingella denitrificans prosthetic endocarditis.
ABSTRACT:Kingella species are rarely reported as a cause of endocarditis. We report two cases of K. denitrificans endocarditis occurring in patients with prosthetic valves. K. denitrificans has not been previously reported to cause prosthetic valve endocarditis. Both patients may have developed bacteremia from altered upper respiratory or oral mucosa with subsequent prosthetic valve infection. Treatment with penicillin G and streptomycin was successful in the first patient, whereas ampicillin alone resulted in clinical cure in the second case. Neither patient required further surgery. In vitro antibiotic susceptibility testing indicated that both organisms were highly sensitive to cefotaxime and ampicillin.
物种:Kingella denitrificans
ID: 3953636
标题:脱氮金ella假体心内膜炎。
摘要:金氏菌属(Kingella)是引起心内膜炎的原因之一，目前很少报道。我们报告两例反硝化K.心内膜炎发生在人工瓣膜患者。以前没有报道反硝化细菌引起假体瓣膜心内膜炎。这两例患者都可能因上呼吸道或口腔黏膜改变而出现菌血症，并伴有瓣膜感染。在第一例患者中，使用青霉素G和链霉素治疗成功，而在第二例患者中，只用氨苄西林治疗治愈。两位患者都不需要进一步手术。体外药敏试验结果表明，两种微生物对头孢噻肟和氨苄西林高度敏感。"
3980699,Legionella oakridgensis,是,1,女,17-65,,,7：免疫学证据,死亡,https://pubmed.ncbi.nlm.nih.gov/3980699/,,,,"SPECIES:Legionella oakridgensis
ID:3980699
TITLE:Legionella oakridgensis: laboratory diagnosis of a human infection.
ABSTRACT:We report the laboratory diagnosis of a case of pneumonia caused by Legionella oakridgensis. L. oakridgensis, originally isolated from industrial cooling towers, has not previously been associated with human disease.
军团菌的物种:oakridgensis
ID: 3980699
标题:oakridgensis军团菌:人类感染的实验室诊断。
文摘:本文报告1例oakridgensis军团菌肺炎的实验室诊断。栎木杆菌最初从工业冷却塔中分离出来，此前没有与人类疾病有关。"
4038577,Enterobacter gergoviae,是,,,,,,,治愈,https://pubmed.ncbi.nlm.nih.gov/4038577/,,,,"SPECIES:Enterobacter gergoviae
ID:4038577
TITLE:Treatment of gram-negative infections with aztreonam.
ABSTRACT:Twenty-one patients with serious gram-negative infections were treated with aztreonam. Twenty of these were clinical and microbiologic cures; there was one clinical improvement with microbiologic persistence. No bacteria became resistant. Cure rates were: bone and joint (11 of 11); skin and soft tissue (six of six); pneumonia (two of two); perinephric abscess (one of one); and intra-abdominal abscess (zero of one). The bacteria responsible for these infections included Pseudomonas aeruginosa (12), Serratia marcescens (two), Enterobacter gergoviae (three), Enterobacter aerogenes (two), Escherichia coli (one), Citrobacter diversus (one), and Hemophilus influenzae (one). Aztreonam was well tolerated. Significant serum glutamic-oxaloacetic transaminase/serum glutamic-pyruvic transaminase elevations developed in three patients, but none was symptomatic and all resolved after therapy was stopped. Two patients in whom a rash developed were receiving other antibiotics (vancomycin and metronidazole), making the cause of the rash unclear. Diarrhea developed in a single patient with Pseudomonas osteomyelitis, who also was receiving cefazolin for Staphylococcus aureus superinfection of his decubitus ulcer. Aztreonam was highly effective against gram-negative bacilli, including P. aeruginosa. The only clear-cut side effect was an asymptomatic rise in serum glutamic-oxaloacetic transaminase/serum glutamic-pyruvic transaminase levels in three patients.
物种:肠杆菌gergoviae
ID: 4038577
题目:阿兹曲南治疗革兰氏阴性感染。
文摘:对21例严重革兰氏阴性感染患者行氨曲南治疗。其中20例是临床和微生物治疗;在微生物持久性方面有一个临床改善。没有细菌产生耐药性。治愈率:骨和关节(11 / 11);皮肤和软组织(六分之六);肺炎(两个中的两个);肾周脓肿(1 / 1);腹内脓肿(0 / 1)。导致这些感染的细菌包括铜绿假单胞菌(12)，粘质沙雷菌(2)，日耳戈维肠杆菌(3)，产气肠杆菌(2)，大肠杆菌(1)，柠檬酸杆菌(1)和流感嗜血杆菌(1)。阿兹曲南耐受性良好。3例患者出现显著的血清谷草转氨酶/血清谷丙转氨酶升高，但均无症状，停止治疗后均消失。两名出现皮疹的患者正在接受其他抗生素(万古霉素和甲硝唑)治疗，导致皮疹的原因尚不清楚。1例伴有假单胞菌性骨髓炎的患者出现腹泻，他也因褥疮溃疡的金黄色葡萄球菌重复感染而接受头孢唑林治疗。对革兰氏阴性杆菌(包括铜绿假单胞菌)均有效。唯一明确的副作用是3例患者的血清谷草转氨酶/血清谷丙转氨酶水平无症状升高。"
4066917,Legionella maceachernii,是,1,男,17-65,受损,,1：同时具备肺组织病理+病原学证据,死亡,https://pubmed.ncbi.nlm.nih.gov/4066917/,,,,"SPECIES:Legionella maceachernii
ID:4066917
TITLE:Fatal Legionella maceachernii pneumonia.
ABSTRACT:Legionella maceachernii, previously isolated only from the environment, was shown to be a cause of fatal pneumonia in an immunocompromised patient.
军团菌的物种:maceachernii
ID: 4066917
标题:致命的maceachernii肺炎。
摘要:maceachernii军团菌以前仅从环境中分离，被证明是免疫功能低下患者致命肺炎的原因之一。"
6528782,Pseudomonas stutzeri,是,1,,1-17,,,,,https://pubmed.ncbi.nlm.nih.gov/6528782/," isolated from a child with pleuropneumonia,",198.0,child,"SPECIES:Pseudomonas stutzeri
ID:6528782
TITLE:[Pleuropneumonia caused by Pseudomonas stutzeri].
ABSTRACT:Biological characteristics and antibiotic sensitivity of P. stutzeri strain, isolated from a child with pleuropneumonia, are presented. Formation of rugous colonies, growth at 41 degrees C and in the presence of 6.5% of NaCl, the positive results of the oxidase and nitrate reductase tests, the negative signs of arginine hydrolase and lysine decarboxylase activity permit the identification of this Pseudomonas species. The isolated culture has proved to be sensitive to amino glycoside antibiotics, carbonicillin and polymyxin.
物种:假单胞菌stutzeri
ID: 6528782
题目:[由stutzeri假单胞菌引起的胸膜肺炎]。
摘要:本文报告从一名胸膜肺炎儿童分离出的stutzeri菌株的生物学特性和抗生素敏感性。在41℃和6.5% NaCl的条件下生长，氧化酶和硝酸还原酶试验的阳性结果，精氨酸水解酶和赖氨酸脱羧酶活性的阴性标志允许对这种假单胞菌的鉴定。已证实分离出的培养物对氨基糖苷类抗生素、碳青霉素和多粘菌素敏感。"
6756238,Legionella wadsworthii,是,1,,,受损,,,,https://pubmed.ncbi.nlm.nih.gov/6756238/,,,,"SPECIES:Legionella wadsworthii
ID:6756238
TITLE:Legionella wadsworthii species nova: a cause of human pneumonia.
ABSTRACT:A new species of Legionella that caused pneumonia in a patient with chronic lymphocytic leukemia has been characterized. The Legionella wadsworthii species nova is proposed for this bacterium. The type strain is Wadsworth 81-716A (American Type Culture Collection 33877). The new species differs phenotypically from L. pneumophila in that the predominant cellular fatty acid is methyl-12-methyltetradecanoic acid (a-15:0) rather than methyl-14-methylpentadecanoic acid (i-16:0), and in its failure to react with L. pneumophila antiserum. The clinical illness caused by L. wadsworthii was not apparently different from that seen with other legionella infections, except for prolonged fever and slow resolution of pulmonary infiltrates.
军团菌的物种:wadsworthii
ID: 6756238
标题:wadsworthii军团菌新种:人类肺炎的一个原因。
摘要:一种新的军团菌引起了一名慢性淋巴细胞白血病患者的肺炎。这个细菌被认为是wadsworthii军团菌新品种。菌株为Wadsworth 81-716A(美国型培养标本33877)。该新物种与嗜肺L.肺炎菌的表型不同，主要的细胞脂肪酸是甲基-12-甲基十四烷酸(a-15:0)而不是甲基-14-甲基十五烷酸(i-16:0)，并且不能与嗜肺L.肺炎菌的抗血清发生反应。wadsworthii引起的临床疾病与其他军团菌感染没有明显区别，除了长时间发热和肺部浸润消退缓慢。"
8011820,Legionella cincinnatiensis,是,1-10,,,抑制,,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,死亡,https://pubmed.ncbi.nlm.nih.gov/8011820/,,,,"SPECIES:Legionella cincinnatiensis
ID:8011820
TITLE:Pulmonary infection due to Legionella cincinnatiensis in renal transplant recipients: two cases and implications for laboratory diagnosis.
ABSTRACT:We report two cases of pneumonia caused by Legionella cincinnatiensis, a species previously identified as a pathogen in only one other instance. Both infections occurred in renal transplant recipients who were receiving only moderate doses of immunosuppressive drugs several years after transplantation; both patients had no recent episodes of rejection. Their clinical courses varied from mild symptoms to multisystem organ failure and death. Species identification by direct fluorescent antibody testing was misleading; initial results revealed infection due to Legionella longbeachae for one patient and infection due to Legionella dumoffii for the other patient. Slide agglutination testing eventually identified both isolates as L. cincinnatiensis. Infection with Legionella species, including L. cincinnatiensis, should be considered not only in the first months after transplantation but also later in the posttransplantation period as either a nosocomial or community-acquired infection.
军团菌的物种:cincinnatiensis
ID: 8011820
标题:肾移植受者因辛辛那提军团菌引起的肺部感染:2例及其实验室诊断意义。
摘要:我们报告了2例由辛辛那提军团菌引起的肺炎，一种以前仅在另一例中被鉴定为病原体的物种。这两种感染都发生在肾移植受者，他们在移植数年后仅接受中等剂量的免疫抑制药物;两名患者近期均未出现排斥反应。他们的临床病程从轻微症状到多系统器官衰竭和死亡。直接荧光抗体法鉴定物种具有误导性;初步结果显示，1例患者感染由长滩军团菌引起，另1例患者感染由杜莫菲军团菌引起。玻片凝集试验最终确定这两株菌株为辛辛那提L.。军团菌感染，包括辛辛那提L.，不仅应考虑在移植后的头几个月，也应考虑在移植后后期作为医院或社区获得性感染。"
8327781,Balneatrix alpica,是,1,,,,,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,,https://pubmed.ncbi.nlm.nih.gov/8327781/,,,,"SPECIES:Balneatrix alpica
ID:8327781
TITLE:Balneatrix alpica gen. nov., sp. nov., a bacterium associated with pneumonia and meningitis in a spa therapy center.
ABSTRACT:In 1987, an outbreak of pneumonia and meningitis caused by an unknown bacterium occurred in a spa therapy centre. Nine isolates of this pathogen constituted a tight DNA hybridization group. rRNA-DNA hybridization and 16S rRNA sequencing showed that the studied bacteria represented a new branch in superfamily II (= gamma subclass) of the Proteobacteria, close to the genus Oceanospirillum. The new bacterium was highly polymorphic and, in young cultures, had curved Gram-negative cells, motile by polar single flagella. The new bacterium differed from the genus Oceanospirillum by its lacking the NaCl requirement and by reducing nitrate into nitrite, producing indole from tryptophan and producing acid from carbohydrates. The name Balneatrix alpica gen. nov., sp. nov. is proposed for the studied organism. The type strain is strain 4-87 (= CIP 103589).
物种:Balneatrix alpica
ID: 8327781
标题:Balneatrix alpica gen. nov.， sp. nov.，一种与温泉治疗中心的肺炎和脑膜炎相关的细菌。
摘要:1987年，某温泉疗养中心发生不明细菌引起的肺炎和脑膜炎疫情。9个分离的病原体组成了一个紧密的DNA杂交群。rRNA- dna杂交和16S rRNA测序结果表明，所研究的细菌属于变形菌门超家族II (= γ亚类)的一个新分支，接近于海洋螺杆菌属(Oceanospirillum)。新细菌具有高度多态性，在幼体培养中具有弯曲的革兰氏阴性细胞，可通过极性单鞭毛运动。这种新细菌与海洋螺杆菌属的不同之处在于它不需要NaCl，能将硝酸盐还原为亚硝酸盐，从色氨酸中产生吲哚，从碳水化合物中产生酸。建议将该生物命名为Balneatrix alpica gen. nov.， sp. nov。菌株类型为菌株4-87 (= CIP 103589)。"
